,bidder_id,payment_account,address,outcome,numbids,maxaucbids,avgaucbids,num_country,num_ip,merchandise_auto parts,merchandise_books and music,merchandise_clothing,merchandise_computers,merchandise_furniture,merchandise_home goods,merchandise_jewelry,merchandise_mobile,merchandise_office equipment,merchandise_sporting goods,time_within_minimum,time_within_average,time_between_minimum,time_between_avergae
10,0a6ba32afe4756995db2f5cf2461cddbvj445,a3d2de7675556553a5f08e4c88d2c2280i539,e9ac7750d73a796460f96b096b29725f1qqpz,0.0,6.0,3.0,2.0,3,4,0,0,0,0,0,0,1,0,0,0,0.00221052631605,0.0111578947362,0.00221052631605,1.46085964912
11,fa64831ab5ade55daee13f852c16b0a84ujt0,3a0add7fb226e9f304c27e80d6d09bfbuarcp,8de27ed2fba662e2e1427856058fae573rszo,0.0,888.0,648.0,7.04761904762,52,641,0,0,0,0,0,0,0,1,0,0,0.0,2.45743314367,0.0,0.0870119724988
12,3f3a3705be5ea07b9ba7ee646ed756fbssuo7,27874e255fc9c6e7375ad9c949971e8fbpg7i,f3b1e4c7e5f5337ab0ff0d66aee326865qal2,0.0,2.0,1.0,1.0,1,2,0,0,0,0,0,0,0,0,1,0,0.00621052631504,0.00621052631504,6.25321052632,6.25321052632
13,1b26a52e1e5980c8487bb35cf5027fdfwfnzp,879c7091fb98052b8ea2f0cd41fe50a3ht0be,7f9e09d47507cf6432086dd4f53814fem7jm5,0.0,2.0,1.0,1.0,1,2,0,0,0,0,0,0,0,0,0,1,0.00621052631504,0.00621052631504,10.53,10.53
14,c0549e76b179912d52a28c3eb9b29376yaxvu,a3d2de7675556553a5f08e4c88d2c228wx3vf,00de21ff3627811075faf2a3a0880053yi40s,0.0,2.0,1.0,1.0,2,2,0,0,0,0,0,0,1,0,0,0,0.00621052631504,0.00621052631504,0.752263157896,0.752263157896
15,38e919293f5dbd62d87ce288e41aae2a281m2,a3d2de7675556553a5f08e4c88d2c228ocx73,937e24e5329b1758d1180c3b83041b1b78i8n,0.0,922.0,347.0,32.9285714286,2,869,0,0,0,0,0,0,0,0,0,1,5.26315780007e-05,0.290430357347,0.0,0.0806351752483
16,585e7c21b80baf2225224fe140cdb1a73ddrf,a3d2de7675556553a5f08e4c88d2c228bvufu,a3d2de7675556553a5f08e4c88d2c22881vc1,0.0,426.0,42.0,3.10948905109,32,328,0,0,0,0,0,1,0,0,0,0,5.26315798197e-05,1.37039584878,5.26315780007e-05,0.0317322708179
17,d91a4421996dcf429f575e372915cdcedae6g,a3d2de7675556553a5f08e4c88d2c2286gew9,e350bda3ceb6067cad400ae931c3527aetdd8,0.0,1274.0,85.0,7.81595092025,50,783,0,0,0,0,0,0,0,0,1,0,0.0,0.656295753119,0.0,0.010675328431
18,880f542a275df1251612886d408b32e8m96cp,442b15af88aca8fee2753db9c53cf904nmnvu,4ac07901bc0cbd21be97e7099da33be3hj9e5,0.0,18.0,10.0,4.5,2,15,0,0,0,0,0,0,0,1,0,0,0.0163684210511,1.64733918129,0.0163684210511,4.26957894737
19,6e4d22dbabcf2eaae5689c7d155e1c1fev15l,84b5b2552033a90fa8b97a4f59e6cd2bgj8il,c038f8dc97e38c870ba2b6d50fce3d5fb25ou,0.0,2.0,1.0,1.0,1,2,0,0,0,0,0,0,0,1,0,0,0.00621052631504,0.00621052631504,8.99573684211,8.99573684211
20,25d75fd439571c1d9b946f5ec833786063vom,b493766aa07b5093bd0b0f029459fce2bb0ia,5e2f0a6e77f8fa7cac429738e58978a01gdoj,0.0,5.0,2.0,1.25,2,4,0,0,0,0,0,0,0,1,0,0,0.00621052631504,26.2153894737,0.0223157894725,14.3661473684
21,5354c02817e47f28e60e44a40ca5e48dll4sz,1862ef3b7965993cc975a1161010e810w2bwo,58e5dc4d38d886f6c7abf0c264a51cb7alhj2,1.0,181.0,20.0,10.0555555556,7,13,0,0,0,0,0,0,0,1,0,0,0.00368421052553,0.712447513812,5.26315780007e-05,0.0732253562082
22,d29003d7f3ec1f0e4ca9cc17e6389b4a4phcg,a0dc95936282ff8eef7ffa54f295255ctyafs,fa442b098896fe3f9aca16a6f100e597e5rky,0.0,48.0,31.0,2.82352941176,6,35,0,0,0,0,0,0,1,0,0,0,0.00121052631584,0.660752192982,0.00121052631584,0.277837719298
23,b37b352197594dae96bb9219bf59d656oz79f,741f0cc2cc8fe65d86e65ce3c1ad9757hprgo,ad6673379b129d23eb72f94463cb9700w3hpt,0.0,12.0,4.0,1.71428571429,2,6,0,0,0,0,0,1,0,0,0,0,0.00621052631504,10.2654736842,0.0863684210508,5.97480701754
24,9c509838d129fcee98cb3934079ca36asla50,a3d2de7675556553a5f08e4c88d2c228yyj66,fa7c5a29b73357781dfe14dc4d979d36u26ga,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0.00621052631504,0.00621052631504,0.000210526315641,0.000210526315641
25,99acffc3cd9bfcd00668dbf472a1979350mxk,8782587a1caaf821011d23f2058c289fafxx5,ea349e9643eac4a7bfd988257e7bea339bzcz,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0.00621052631504,0.00621052631504,0.000210526315641,0.000210526315641
26,067ff22ebf0d33fe0deedc816d75973865jo7,a3d2de7675556553a5f08e4c88d2c22848lqa,022b06519985716abd9fc8ce83540d58wsgo1,0.0,330.0,29.0,5.68965517241,19,166,0,0,0,0,0,0,0,0,0,1,0.000315789473461,0.587708133971,0.0,0.213018979266
27,11a38554244f3c14de043aaf52345c35jjqvo,f6933372b401e65b5448165c627298e514szs,c1cd73ea36352c6fb49cd5f6102253eb6bc5u,0.0,286.0,203.0,11.0,5,226,0,0,0,0,0,1,0,0,0,0,5.26315780007e-05,0.486645933014,5.26315780007e-05,0.047513986014
28,d878560888b11447e73324a6e263fbd5iydo1,a3d2de7675556553a5f08e4c88d2c228xxxoc,fb5f20b04f48113f484f73988d44a09a00106,0.0,4.0,2.0,1.33333333333,3,4,0,0,0,0,0,0,0,0,0,1,0.00621052631504,0.450000000001,0.893789473686,2.96986842105
29,0b68888358a492884e3885bcd73ea63bhxidk,988c8087646bb5398c2a7f2dae56c9011id6l,0f11e5e7f848d802639be461f6f291edmzf30,0.0,4.0,3.0,2.0,3,4,0,0,0,0,0,0,0,0,0,1,0.00621052631504,20.9990526316,9.71542105263,20.9975
30,c748f0d69cc89d5812c9fe3a6413bbb26351l,a3d2de7675556553a5f08e4c88d2c2282srp4,b4154a40d0edd76b39d00d171bddab393ghfl,0.0,3.0,1.0,1.0,2,3,0,1,0,0,0,0,0,0,0,0,0.00621052631504,0.00621052631504,3.17163157895,4.37510526316
31,eaaae0fb54c7d36724a9679c3128d5a7gn4k5,a3d2de7675556553a5f08e4c88d2c2282n8m4,a3d2de7675556553a5f08e4c88d2c22856io3,0.0,4569.0,302.0,16.6145454545,29,3077,0,0,0,1,0,0,0,0,0,0,0.0,0.980388406999,0.0,0.0169165889115
32,322addd5687d99bf69306148e12f87dc5jbsh,a3d2de7675556553a5f08e4c88d2c228inzne,067b2b8d78e047310cd8e38f357e3e8f3dosj,0.0,39.0,8.0,2.16666666667,2,23,0,0,0,0,0,1,0,0,0,0,0.000421052631282,1.27335897436,0.000421052631282,0.30498245614
33,2c581ec91825362ab66a7ffa05df5e70hl3h3,92cd127bcf0c3732db4aa19dc7d08d66jes9o,2f76151d768fe810c4524be4899a7640mr3c8,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0.00621052631504,0.00621052631504,0.000210526315641,0.000210526315641
34,0d0b3d6dc27d0f8eed70971f8c6bec1bdrs0f,5ebce1ffc6522580bc259f07267db048iffso,ccb7793673e7815143faf6e5a0741a48ayi6e,0.0,100.0,41.0,3.22580645161,6,66,0,0,0,0,0,0,1,0,0,0,0.000105263156001,2.97098315789,0.000105263156001,0.773912631579
35,a22fdc066a738070c6e4860924d06657hengu,82eb4cc834e4a54966cface1db3743e3e6n3r,a4b537419b53270759680e72232caeb9jnqc1,0.0,3133.0,1595.0,23.7348484848,19,986,0,0,0,0,0,0,1,0,0,0,0.0,0.227036924421,0.0,0.00435157155576
36,d6d3daba4bea632d7f5a4e2c5146f109dkd4m,a3d2de7675556553a5f08e4c88d2c228w1ktf,f83eb9ddf235f43bada7e09f3996e802n1j8m,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0.00621052631504,0.00621052631504,0.000210526315641,0.000210526315641
37,1476226300a93d22b15253ed7339429a7ijk0,a3d2de7675556553a5f08e4c88d2c228yd4f4,a3d2de7675556553a5f08e4c88d2c228z6lmo,0.0,380.0,20.0,2.90076335878,1,92,0,0,1,0,0,0,0,0,0,0,0.00010526315782,6.02047396122,0.00010526315782,0.203138642659
38,975dd5178d34453c1c3c8edc47cf44274uv5s,be0aa2520de962e5296a6d502232dcf44yhl7,2afd0c1fe23742a87d60ef83d308363bxhosq,0.0,1245.0,155.0,6.72972972973,39,828,0,0,0,0,0,0,1,0,0,0,0.0,2.62437746777,0.0,0.0620737264849
39,95fede5853bfffda8f50f6af494ff1d1hsgie,489e7e52ea05c98ddf786c87c7f85575u5192,e3610ca6c35553a422481d4b43df8d189unvo,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0.00621052631504,0.00621052631504,0.000210526315641,0.000210526315641
40,2a7d1f9483d34546c4d099e36e3a79790qvjm,a3d2de7675556553a5f08e4c88d2c228umhlx,8557f4faa59059abe912018abc4e1a22wnxhp,0.0,3351.0,196.0,11.5951557093,76,2071,0,0,0,0,0,0,0,0,1,0,0.0,0.49900887402,0.0,0.00406909170868
41,d36857d18a397e7e24d05dcbef3b919ftjstv,a3d2de7675556553a5f08e4c88d2c22805me4,e719ac065fb2ecdbf4aa7300db898fd60ilu2,0.0,31.0,12.0,2.38461538462,4,27,0,0,0,0,0,0,0,0,1,0,0.00621052631504,0.683634974533,0.00163157894713,0.384775891341
42,c62bac5be6489bc0e0a7834a11167171c8ww3,fb2ab1d04077811291682bc157ff5928nja3g,7aea7e8f0c8cde7d0162ee1eb904ca7blyxqr,0.0,45.0,7.0,2.36842105263,3,5,0,0,0,0,0,1,0,0,0,0,0.00621052631504,5.41200818713,0.000210526315641,1.5145871345
43,98783b6bd490f32f56c315307643c824nimw1,a3d2de7675556553a5f08e4c88d2c228no9d3,a3d2de7675556553a5f08e4c88d2c228e1ygc,0.0,11.0,2.0,1.22222222222,4,10,0,0,0,0,0,0,0,0,0,1,0.00331578947407,0.283636363636,0.00331578947407,1.2754784689
44,29cc13d48af9832e0eb481c8a095fec7mom74,ee110026a946fc1550df647c2b92e111amivp,e5fbc3769df799a7f5d2d7ff6717b70d0sskj,0.0,4.0,1.0,1.0,1,3,0,0,0,0,0,0,0,1,0,0,0.00621052631504,0.00621052631504,0.00463157894774,13.7360526316
45,342f22fed8b1e90c6ff1a6b7bd80f6334w094,a3d2de7675556553a5f08e4c88d2c228flpcx,06d5cb79a334eb89ad3dcaa43aded698v2av6,0.0,2.0,2.0,2.0,1,2,0,0,0,0,0,0,0,1,0,0,3.12915789474,3.12915789474,3.12915789474,3.12915789474
46,608d9b68afb12c6c27da6c6565ffe8297wvco,a3d2de7675556553a5f08e4c88d2c228o8hjn,d72896063c8e50e6a703210370d7f5b19b8b6,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0.00621052631504,0.00621052631504,0.000210526315641,0.000210526315641
47,c0e1ecd40b81bda3b7dcec501334499dgzq17,a3d2de7675556553a5f08e4c88d2c2288o9u1,a3d2de7675556553a5f08e4c88d2c228rv2j2,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0.00621052631504,0.00621052631504,0.000210526315641,0.000210526315641
48,a1f4d216a1a92507d97166151d7c9fe37bei4,a3d2de7675556553a5f08e4c88d2c2282nt5z,a3d2de7675556553a5f08e4c88d2c228td41f,0.0,5.0,1.0,1.0,3,5,0,0,0,0,0,0,1,0,0,0,0.00621052631504,0.00621052631504,0.169842105262,15.4001263158
49,5f50c6187a179e2ee7ba2fbcfc845c7a1smgr,7326f0a1592b18cb1e6ed7c8ebbd03a72qf7p,a3d2de7675556553a5f08e4c88d2c228uaoqg,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.00621052631504,0.00621052631504,0.000210526315641,0.000210526315641
50,9434778d2268f1fa2a8ede48c0cd05c097zey,ee3295c7b31a1e9116ebf0cf2df68ed1ac8ts,627fe7481f01372c02333477471cb237qt2vf,1.0,6540.0,5481.0,24.312267658,65,3455,0,0,0,0,0,0,1,0,0,0,0.0,0.469721310156,0.0,0.0118209560599
51,aabc211b4cf4d29e4ac7e7e361371622pockb,a3d2de7675556553a5f08e4c88d2c228pxtr6,a3d2de7675556553a5f08e4c88d2c228bxn98,1.0,2048.0,387.0,16.125984252,14,358,0,0,0,0,0,0,0,1,0,0,5.26315780007e-05,1.39536549137,0.0,0.0377630293997
52,e1da7d96b83f16aa80cc254572cc154fcoudy,a27bbbfe50ced2566f17d94553ec7b6b5tbd6,6e548b6e1651a796d3706c7a843a0005sa8n8,0.0,718.0,23.0,2.70943396226,48,570,0,0,0,0,0,0,0,1,0,0,5.26315798197e-05,6.78130120217,0.0,0.107591482187
53,8abc7635daf75f9fbeb63783b7b8ccd5rvuyo,a3d2de7675556553a5f08e4c88d2c228xcyxp,4f3320c84aa937b47bbd98b614a1880cnw86u,0.0,7.0,5.0,2.33333333333,2,3,0,0,0,0,0,0,0,1,0,0,0.000368421051462,0.00213533834514,0.000368421051462,0.878248120301
54,e97becf0d4632035ad4cd5e65c827d6f0xawy,8a8477197466aca39674e2a2d7df9648xlw4b,7ad51517104db0678b692f99a26b74c4nhq1d,0.0,11.0,2.0,1.375,6,10,0,0,0,0,0,0,1,0,0,0,0.00126315789566,0.80923444976,0.00126315789566,1.1755215311
55,848d3eaa622b26fe57d352eedd9649f4v6obv,a3d2de7675556553a5f08e4c88d2c228ss5be,42421b4ffadcdd23833d2d4bf9c2b6fezlco0,0.0,7.0,7.0,7.0,2,7,0,0,0,0,0,0,0,1,0,0,0.190368421052,1.5057368421,0.190368421052,1.5057368421
56,5686520af5a4215a239418fec906f88e4she5,a3d2de7675556553a5f08e4c88d2c228wi4vt,99fda9c5663e24f4d1d8b590fd0289d0owuoj,0.0,8.0,1.0,1.0,5,8,0,0,0,0,0,0,0,1,0,0,0.00621052631504,0.00621052631504,0.0221578947385,1.33839473684
57,e98d8f348b266653b6784329782fd2e91vu3h,1fa1fd2c5e10f6b6458a01212330f131udlg0,77dd4e4d805a9d52a1549fe88a6035d5u96r4,0.0,250.0,239.0,22.7272727273,19,231,0,0,0,0,0,0,1,0,0,0,0.000684210524923,0.341362315789,0.000684210524923,0.308656631579
58,68d468e15e0de0bab9694cdca8e799eb2j8kn,a3d2de7675556553a5f08e4c88d2c228vf08k,767150cd5a97ed796bfc58456f5500250dsv7,1.0,281.0,59.0,10.8076923077,2,8,0,0,0,0,0,0,0,0,1,0,0.000157894735821,0.0635943060497,0.0,0.0123358306799
59,64a39f766b2e9d9471b104f0d0289740a9kdq,a3d2de7675556553a5f08e4c88d2c2281adh3,8947e446292a8f0574a2c420dfab9276yuiuj,0.0,2.0,1.0,1.0,2,2,0,0,0,0,0,0,1,0,0,0,0.00621052631504,0.00621052631504,4.281,4.281
60,f60edfe5177cab56896a9d6860995095cl1bb,01b2576b7aaebe2a96eacbc9ad17ed310tz4f,2a8afb688516c4218cdbaf3b70f23715pco0r,0.0,3.0,2.0,1.5,2,3,0,0,0,0,0,0,0,1,0,0,0.00621052631504,45.9931929825,2.27763157895,24.5139824561
61,e3ccc9bd16fa1f4a92fe87b4a54e5e72uficw,edef5fc426c9ece2aea86fdebb72aa204a3hp,3380cb0d74e05fbce0fab85c3798cab7mq9je,0.0,4546.0,507.0,25.9771428571,55,2686,0,0,0,0,0,0,1,0,0,0,0.0,0.841627793086,0.0,0.0170036006206
62,481fdbc92e77bba4c9611841a7d74071elwx6,b315c7d2390d163662775b1bd8c53bbax9428,022b06519985716abd9fc8ce83540d58hzul1,0.0,8.0,5.0,2.0,6,8,0,0,0,0,0,0,1,0,0,0,0.00621052631504,8.08144078947,0.25789473684,8.07911184211
63,72bc07c7241e1856ba31609d11501c91cswlb,a3d2de7675556553a5f08e4c88d2c228nh8ia,a3d2de7675556553a5f08e4c88d2c228yc19f,0.0,1.0,1.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0.00621052631504,0.00621052631504,0.000210526315641,0.000210526315641
64,792edafa0603516a57932e6103e9dd54ajar7,44425e86548a606a6d597f4c3c70f5846xgzi,0b5aa4cf2540457f5930920039e37525vt218,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0.00621052631504,0.00621052631504,0.000210526315641,0.000210526315641
65,d738b259ec6e6af625d1f41abcfd63e9e53tx,e63a0f17919dec79c46622139cc675c5c6053,05b347f85a3b379667d936a7e7509124q0p4r,0.0,158.0,62.0,4.38888888889,4,128,0,0,0,0,0,0,1,0,0,0,0.000578947368922,3.52298301133,0.00047368421292,0.486510326449
66,4dd2a50e589cde2802c4bab143dea61ak517w,ed9f100e8c9f01555d156a0491f23bce3jhfj,a3d2de7675556553a5f08e4c88d2c228jm0mt,0.0,3.0,2.0,1.5,1,3,0,0,0,0,0,0,0,1,0,0,0.00621052631504,2.54014035088,0.321263157895,2.64515789474
67,fb92fc925c5df50f4da7874a7542cf2210z1f,a3d2de7675556553a5f08e4c88d2c2285fa8i,a3d2de7675556553a5f08e4c88d2c228g8zew,0.0,34.0,10.0,2.0,5,25,0,0,0,0,0,0,0,1,0,0,5.26315780007e-05,0.579464396284,0.0,0.336871517028
68,19815d9bcdc74c3ddfb9ff210c1739f3tup3i,a3d2de7675556553a5f08e4c88d2c228gla84,a3d2de7675556553a5f08e4c88d2c2288jadq,0.0,22.0,6.0,1.69230769231,3,22,0,0,0,0,0,1,0,0,0,0,0.00621052631504,1.66278708134,0.00610526315904,0.617236842105
69,91dcfc10da696a6d90966ff795751708er5fp,083bc22d18277fe963217e1ffd36680fmapvv,9254648068b416562840dee183eb1a770ehin,0.0,898.0,90.0,14.9666666667,72,633,0,0,0,0,0,0,0,1,0,0,0.000157894735821,0.264095826984,0.0,0.0152922869535
70,bd586db332285f3c45814fbb8f638d79d26u7,d82dffa6914017f97bfcd08eb8b28018faey0,177c83736bc2a0a60ca8e4d1c28809575m2ti,0.0,62.0,10.0,1.40909090909,7,53,0,0,0,0,0,0,0,1,0,0,0.000578947368922,7.4060466893,0.000578947368922,1.24419185059
71,927c5e145de79f9ee2ada0ddc054b4e9hc3qj,a3d2de7675556553a5f08e4c88d2c228bxtfb,c677d891338aba4e9d68f250cec4da3amq2yj,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0.00621052631504,0.00621052631504,0.000210526315641,0.000210526315641
72,a3c2ba79963b637f15086e6255a46253lwpnb,a3d2de7675556553a5f08e4c88d2c22839qe6,d74d540d949902c04ce74c7eb69edfd7l6m3y,0.0,7.0,2.0,1.16666666667,2,6,0,0,0,0,0,0,0,1,0,0,0.000315789471642,0.00452631578836,0.000315789471642,9.82807518797
73,bcf95b210295831ff6e20db3a570f909n3q25,b741ad79e09f5bcc76c8e25c994c072dnw9qv,2c28aa60f10dc239b63041c96027ba42w5n5o,0.0,1582.0,964.0,8.45989304813,60,1159,0,0,0,0,0,0,1,0,0,0,0.0,0.600440381928,0.0,0.0479756470823
74,85be8fd21f41bc3dee86597d272825726bp69,a3d2de7675556553a5f08e4c88d2c228dgc5g,afbcd49ed80d8db20ab8db70cfdcb4d7264un,0.0,172.0,21.0,4.77777777778,19,152,0,0,0,0,0,0,1,0,0,0,0.000368421051462,1.99838953488,0.000368421051462,0.447080171359
75,59ae36080fae26bccbbc31a4505b6fb3v3zjy,a3d2de7675556553a5f08e4c88d2c228tdv5o,8a320bf257476e16694d821108fd7d041wl0i,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0.00621052631504,0.00621052631504,0.000210526315641,0.000210526315641
76,ef24ca4be7ccbd6ec68d4ea9f47c9e8ex1g09,a3d2de7675556553a5f08e4c88d2c2282g82j,eba3386f4f372e4bff29a15924328b47v8q2m,0.0,3.0,1.0,1.0,1,2,0,0,0,0,0,0,0,1,0,0,0.00621052631504,0.00621052631504,0.00273684210515,1.71138596491
77,1cbd9081de4481ada66f1853737f7684ddjd1,a3d2de7675556553a5f08e4c88d2c228buft1,a3d2de7675556553a5f08e4c88d2c228pijoz,1.0,1103.0,141.0,10.308411215,29,836,0,0,0,1,0,0,0,0,0,0,0.0,0.576867013408,0.0,0.0123558715465
78,e78cb9678684d649453cd5e1e46baf462lq87,a3d2de7675556553a5f08e4c88d2c228w26pn,a3d2de7675556553a5f08e4c88d2c228ng6v5,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0.00621052631504,0.00621052631504,0.000210526315641,0.000210526315641
79,2307bb06855a6fe75ab56ee6b4a3860835di5,a3d2de7675556553a5f08e4c88d2c228zv0gr,659809c4267e9236e74bdcfb90f1ef3523v75,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0.00621052631504,0.00621052631504,0.000210526315641,0.000210526315641
80,6394edfbd35aab54801518835e33ed50hcr5f,618b6cc4cd96c64ebe6ae20da96f910aoy3cm,a9fe992abccea6d702209b4f250917873thms,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0.00621052631504,0.00621052631504,0.000210526315641,0.000210526315641
81,68600b8922561fe26b8b6acf1d11efdfb24k7,a3d2de7675556553a5f08e4c88d2c228u2ung,2a96c3ce94b3be921e0296097b88b56adu4jv,0.0,204.0,96.0,29.1428571429,9,112,0,0,0,0,0,0,0,0,0,1,0.000315789473461,0.236915118679,0.00010526315782,0.0634019607843
82,dadbcec8b02ac75c5935f419b318ceca1wwjw,8b1f2ea50e654647a656a0c89856d1a1ejvae,a3d2de7675556553a5f08e4c88d2c228yzcli,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0.00621052631504,0.00621052631504,0.000210526315641,0.000210526315641
83,c5babbaace35399cf51a9356bbc22733xpi5h,8a8477197466aca39674e2a2d7df9648tk65c,7ad51517104db0678b692f99a26b74c4ckis9,0.0,8.0,2.0,1.14285714286,2,8,0,0,0,0,0,0,0,0,0,1,0.00621052631504,2.23663157895,0.0604210526326,1.51881578947
84,09d71d3e6a6871a7598dc2764c5bb4ffkz6mc,a3d2de7675556553a5f08e4c88d2c228aiumg,a3d2de7675556553a5f08e4c88d2c228y7jgq,0.0,11.0,2.0,1.22222222222,5,5,0,0,0,0,0,0,0,0,0,1,0.00621052631504,0.187779904306,0.000894736842383,6.49420095694
85,af98b7d5a7c1ccd2968252a2fb1c06f69igbv,8907b012e41eab2ec876dfd115ca4482e4uh1,a3d2de7675556553a5f08e4c88d2c228whg37,0.0,6.0,4.0,2.0,4,6,0,0,0,0,0,0,0,1,0,0,0.00621052631504,1.69692982456,0.028894736839,1.36646491228
86,96b90af2d3eea4d3b2bc725e1c92e212qu52g,39ef2afbc0cde265550cafb40eb3fd8erzlrm,0e6dfa874409a90bc0fbf0d531475241cvw1o,1.0,6127.0,645.0,18.4548192771,8,3047,0,0,0,1,0,0,0,0,0,0,0.0,1.21595915405,0.0,0.0126148196507
87,8e1f8e5907b3cc256a2a57ae9ac81e063gbz4,a3d2de7675556553a5f08e4c88d2c228tfehz,a3d2de7675556553a5f08e4c88d2c228va9gb,0.0,3.0,3.0,3.0,3,3,0,0,0,0,0,0,0,1,0,0,2.23078947368,3.41747368421,2.23078947368,3.41747368421
88,02bde521e763e4f4e590e8368149e04a96il9,a3d2de7675556553a5f08e4c88d2c2286r1lb,935d2083173e96f099816c1b1f7ee249kk8zo,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.00621052631504,0.00621052631504,0.000210526315641,0.000210526315641
89,6ecd9f4b332eb790dc933aea0a1528e2qkp4y,b46df158c6859c28337a9772151ab236egcgi,a0ec9d652eeb937e1cc60fa19b09c7461gs79,0.0,4.0,2.0,1.33333333333,1,2,0,0,0,0,0,1,0,0,0,0,0.00621052631504,0.38547368421,0.00757894736853,0.639118421053
